,X,Y,cluster
0,-10.5947891661342,6.893974575891037,5.0
1,-11.398771193927669,5.936529023858558,5.0
2,-10.061697989874284,4.2576095121538575,5.0
3,-10.803626762754119,4.997541861346985,5.0
4,-10.624414047151083,5.713126336144837,5.0
5,7.809130783857481,3.54047427504124,6.0
6,-11.608048145026746,5.602804858717503,5.0
7,-8.795710720963292,4.1164521521200514,5.0
8,-9.828870534737327,6.883887161856696,5.0
9,-9.213759764921056,7.713598334723241,5.0
10,-9.560047198411999,4.974327016325594,5.0
11,-11.18180227497361,5.908968702040004,5.0
12,12.331559723843364,3.6394064712666814,3.0
13,-8.556570210175627,4.412058493768329,5.0
14,-10.745033015678368,7.637281126065223,5.0
15,-11.364881765488413,8.376251434188788,5.0
16,4.016127950122387,8.525165873676348,0.0
17,6.328707755330406,10.204573569760552,0.0
18,0.1301273728853466,-5.549647373464724,8.0
19,-7.505345064206049,-7.463853621283847,8.0
20,6.946860427639435,8.405815949364914,0.0
21,-1.8447102329967915,-1.1009600280477216,1.0
22,3.9730459942205374,-6.62081162641246,2.0
23,7.456752795430656,3.2441652883901853,6.0
24,-6.294214781464553,-8.53586112834256,8.0
25,-6.62541643651623,11.43651165263545,6.0
26,2.8008689617807128,2.5938901733202524,4.0
27,-5.132396361515428,-9.128506729921614,8.0
28,0.12534901002943374,-5.635890081760596,8.0
29,6.230156516628924,0.7925618906594031,6.0
30,-5.023265102242337,-9.449547488534993,8.0
31,6.056663958163844,1.2819563955243467,6.0
32,-2.3604634674164386,-10.178017180979317,8.0
33,-4.75009490960225,2.0203969183439354,1.0
34,-2.9568531903898694,5.856750427221318,4.0
35,1.5310731208544175,6.2850692027297725,4.0
36,0.3840497414931393,-5.730284135195349,8.0
37,6.586672688411184,10.57542169206546,0.0
38,-2.0353321608860364,-6.616594817653695,8.0
39,-9.272732609666066,-2.423610495095318,7.0
40,2.757695008705489,10.0327865663154,0.0
41,-4.9714631884062745,-9.896578639675004,8.0
42,-6.8233992694112064,-8.530757105457413,8.0
43,8.507531430828509,9.680244669135273,0.0
44,-1.8514089352437024,-0.7356027078524062,1.0
45,-7.404208688504413,-7.910579630855561,8.0
46,6.964008565579663,9.304403434295393,0.0
47,-3.3371754488204934,-5.333693064383695,8.0
48,5.436613299282743,8.240191774403947,0.0
49,1.7468859000597308,4.735168561769818,4.0
50,-3.6662935922464075,1.4543501997105626,1.0
51,-0.9870358481093006,-1.1789530168066247,1.0
52,-1.3437459091160044,-4.80658796639152,8.0
53,1.1927233351191315,-8.225640415536827,8.0
54,1.0764462697136443,-7.780418267722981,8.0
55,1.2403475481113082,2.229138960991014,4.0
56,-8.991319773110122,-2.5349922353692786,7.0
57,7.6593600188202675,11.019717488362112,0.0
58,8.384204915291832,10.065697833131315,0.0
59,6.011901927919944,1.2896046827563252,6.0
60,-1.1515956542816848,-8.86414890064024,8.0
61,-1.755769460983104,0.4397250611427191,1.0
62,-10.020365232547453,4.985976604744131,5.0
63,1.0048402549386792,3.5717179896883797,4.0
64,1.2172413148512768,3.542934798944175,4.0
65,6.979509926145052,9.218793392439938,0.0
66,-9.341096747881613,-2.971206438390586,7.0
67,7.100041113078796,11.799997374170399,0.0
68,5.489247327376053,8.281710628744204,0.0
69,5.157059748688707,11.351945132680726,0.0
70,0.397643938040892,5.6454189721370405,4.0
71,0.9280245759108422,-7.91340749329554,8.0
72,-9.194528654064294,-3.116326439864472,7.0
73,4.392502859240164,8.76077967683229,0.0
74,11.822742736129609,3.458675863086704,3.0
75,2.6221858987224467,3.3713642681297085,4.0
76,-9.110322757090223,-2.8288001502313103,7.0
77,-2.9907806874762164,-10.381341442781567,8.0
78,0.5104486912168158,5.037149012063339,4.0
79,5.466810372918015,10.344455987704723,0.0
80,-0.38553191114791385,5.16813666762191,4.0
81,-1.46866643726242,4.07403216285884,4.0
82,-4.599052689844625,-5.374623213938716,8.0
83,-2.227351419662235,-0.8324122134906242,1.0
84,6.236238214900471,2.2220896771095333,6.0
85,6.2260397896628366,0.7790900170242556,6.0
86,-9.151635789531714,-2.7059187145852293,7.0
