,X,Y,cluster
0,-9.187833858169569,7.601877581504635,3.0
1,-7.4430617375267465,9.541520324440073,3.0
2,-6.395985236862422,6.046256470191962,3.0
3,-8.300921661703702,7.089127742101181,3.0
4,-7.293034661939952,9.082258299296367,3.0
5,9.64421623364952,-0.056325891521435884,3.0
6,-6.587750373798256,5.677578966457338,3.0
7,-6.292254940054148,6.282772035769035,3.0
8,-7.073626480457053,8.474973652415901,3.0
9,-6.46630058182757,9.636559300189827,3.0
10,-7.283111488366637,9.086029918976251,3.0
11,-7.494823744356981,8.291895744046746,3.0
12,11.893235438571493,3.5079334715360977,3.0
13,-10.341704882161388,3.628176335672921,8.0
14,-8.865660179854512,9.383654162183658,3.0
15,-6.989526366487432,5.229043091672719,3.0
16,10.753047034502412,-6.542490876320281,0.0
17,3.206759284950669,-4.025279219604547,8.0
18,6.354163101757995,-3.7702374161771166,8.0
19,7.969242994381429,4.43635392840574,8.0
20,1.6771579333866857,-4.252183953258755,8.0
21,0.6588014105599035,-3.1883784674281315,8.0
22,-6.942954772490036,9.90541616812476,3.0
23,-3.06518193659127,-11.415521398747858,8.0
24,3.298581424272511,-0.04681264992923777,8.0
25,0.7000564173545455,-13.44059164193427,8.0
26,2.35831855044974,6.454685745544621,0.0
27,2.4783327187316013,-3.282377385186007,8.0
28,7.689761067918298,-3.303358780137837,8.0
29,9.72176417242894,-5.203542693669892,0.0
30,-5.746717233677383,-0.1840576411663836,8.0
31,11.077801506006251,-4.384046506486795,0.0
32,-9.004479015439085,-4.107968314662252,5.0
33,4.57479142833815,-7.951775709866703,8.0
34,-1.9801481704409707,-3.7918449347874903,0.0
35,-8.910692080676476,-2.656311476927396,0.0
36,8.108076108135231,-2.5795985384432636,8.0
37,-1.0281439078640227,-0.6361489432650997,8.0
38,4.328397207823597,-0.9635181589209575,8.0
39,6.534786160052068,4.127501589234313,0.0
40,1.7900723355783439,4.493333156072715,0.0
41,-0.2857487091961968,-1.4504380669595858,8.0
42,-4.942484869611918,-2.7358457938305167,8.0
43,5.193048049069322,-6.535659705100474,8.0
44,1.613951287289126,1.3600164442294849,8.0
45,1.9979337941425028,-6.1722294813014305,8.0
46,5.11544693928781,-8.479606760488622,8.0
47,-4.370589045200992,-2.5049173558081517,8.0
48,-0.05055334547204523,-3.2092613784618615,8.0
49,2.7666747629886834,4.012941125162578,0.0
50,-3.703084385411501,-2.4146319449736025,3.0
51,5.008458000574187,-6.404321536659995,8.0
52,8.815068023461656,-2.0019971431238606,8.0
53,6.514767637979582,-1.8286824392697332,8.0
54,-3.5411810935635493,4.746189792041635,3.0
55,4.7948784725154,5.320651793473105,0.0
56,1.282387113071631,10.57735728116964,0.0
57,8.232535489263611,-0.29518423694748486,8.0
58,2.5285121784768148,-6.137860475594863,8.0
